508,129
509,125
510,125
511,123
512,128
513,131
514,128
515,129
516,125
517,125
518,128
519,127
520,128
521,130
522,129
523,128
524,126
525,128
526,125
527,129
528,127
529,127
530,127
531,128
532,129
533,127
534,127
535,127
536,132
537,131
538,131
539,123
540,127
541,127
542,127
543,130
544,127
545,125
546,125
547,127
548,125
549,127
550,127
551,129
552,128
553,130
554,127
555,125
556,129
557,128
558,128
559,129
560,129
561,127
562,127
563,128
564,125
565,127
566,126
567,125
568,127
569,129
570,128
571,127
572,129
573,129
574,130
575,129
576,127
577,129
578,125
579,128
580,129
581,125
582,126
583,126
584,126
585,127
586,125
587,126
588,126
589,127
590,126
591,127
592,126
593,127
594,124
595,128
596,127
597,128
598,125
599,128
600,125
601,128
602,127
603,127
604,128
605,126
606,128
607,128
608,127
609,127
610,129
611,128
612,130
613,127
614,126
615,127
616,127
617,132
618,125
619,126
620,126
621,127
622,127
623,127
624,126
625,127
626,128
627,127
628,127
629,126
630,126
631,127
632,124
633,128
634,128
635,129
636,129
637,128
638,128
639,125
640,127
641,126
642,128
643,127
644,129
645,130
646,126
647,130
648,127
649,125
650,129
651,128
652,126
653,125
654,128
655,127
656,130
657,123
658,127
659,128
660,127
661,129
662,128
663,131
664,125
665,128
666,128
667,125
668,125
669,128
670,127
671,127
672,126
673,127
674,127
675,127
676,126
677,126
678,126
679,125
680,127
681,128
682,128
683,128
684,129
685,128
686,127
687,128
688,130
689,124
690,130
691,127
692,124
693,127
694,127
695,127
696,128
697,129
698,129
699,127
700,130
701,125
702,129
703,126
704,126
705,127
706,127
707,131
708,126
709,126
710,126
711,126
712,130
713,125
714,128
715,129
716,130
717,128
718,128
719,129
720,127
721,128
722,125
723,127
724,128
725,128
726,129
727,124
728,126
729,128
730,126
731,130
732,128
733,125
734,129
735,128
736,127
737,128
738,123
739,129
740,128
741,129
742,126
743,126
744,127
745,128
746,130
747,127
748,126
749,127
750,126
751,130
752,127
753,127
754,125
755,126
756,127
757,128
758,129
759,129
760,129
761,129
762,126
763,129
764,129
765,123
766,127
767,128
768,126
769,131
770,125
771,126
772,130
773,130
774,127
775,127
776,125
777,126
778,128
779,127
780,131
781,127
782,127
783,128
784,128
785,128
786,123
787,127
788,127
789,126
790,129
791,126
792,124
793,129
794,130
795,126
796,128
797,127
798,126
799,126
800,127
801,127
802,127
803,126
804,127
805,126
806,129
807,127
808,126
809,129
810,128
811,129
812,129
813,128
814,127
815,129
816,129
817,125
818,128
819,130
820,128
821,125
822,126
823,126
824,128
825,127
826,129
827,126
828,130
829,127
830,126
831,129
832,128
833,130
834,127
835,127
836,127
837,127
838,129
839,126
840,127
841,128
842,128
843,127
844,125
845,127
846,126
847,127
848,127
849,128
850,128
851,128
852,128
853,128
854,127
855,129
856,125
857,128
858,129
859,126
860,126
861,127
862,127
863,126
864,128
865,127
866,129
867,126
868,127
869,125
870,129
871,127
872,128
873,125
874,130
875,130
876,129
877,128
878,129
879,125
880,127
881,127
882,128
883,129
884,127
885,127
886,128
887,126
888,127
889,130
890,127
891,127
892,129
893,127
894,125
895,126
896,127
897,127
898,128
899,128
900,127
901,127
902,127
903,126
904,130
905,126
906,125
907,127
908,127
909,130
910,126
911,127
912,126
913,127
914,127
915,128
916,126
917,126
918,126
919,128
920,129
921,127
922,129
923,128
924,126
925,128
926,128
927,128
928,127
929,130
930,127
931,125
932,126
933,127
934,128
935,127
936,127
937,128
938,127
939,128
940,129
941,123
942,127
943,128
944,130
945,127
946,127
947,125
948,129
949,127
950,126
951,127
952,128
953,126
954,127
955,129
956,128
957,127
958,131
959,127
960,126
961,129
962,129
963,126
964,131
965,127
966,128
967,129
968,126
969,126
970,130
971,126
972,127
973,130
974,126
975,128
976,127
977,127
978,127
979,128
980,132
981,130
982,129
983,125
984,125
985,126
986,127
987,129
988,127
989,128
990,129
991,126
992,129
993,129
994,128
995,128
996,126
997,127
998,128
999,128
